,tns_name,previous_name,repeater_name,ra,dec,gb,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,repeating,redshift,fre_width,fre_width_ob,rest_width,energy,bright_temp,log_fre_width,log_redshift,log_rest_width,log_energy,log_bright_temp
145,FRB20181214C,-9999,-9999,175.93,60.02,55.13,632.4,0.0,1.6,0.0,2.8,632.7849,599.5,608.6,5.8999999999999995,0.00163,1.2,5.0,0,0.000631,-2.54,-0.08,800.2,400.2,400.2,454048.39,451737,0,0.5909835223802228,636.3934089520892,400.00000000000006,0.3966100158322067,2.0237285602853282e+40,1.9968949158958223e+29,2.8037256730635436,-0.2284246278143552,-3.4016363224914468,40.30615226079832,29.300355211266613
146,FRB20181214D,-9999,-9999,178.57,46.71,67.41,1171.1,0.0,9.6,0.0,18.2,1177.319,1151.3,1157.5,16.71,0.018,0.55,9.0,0,0.00099,12.2,-10.9,800.2,442.1,700.7,2009951.618,2005481,0,1.2092036889049005,791.115840996845,358.1,0.44812527019214854,2.65010737754612e+41,1.5465408072490053e+28,2.89824008074447,0.08249946340538157,-3.3486005651350172,41.42326347111832,28.18936138384728
147,FRB20181214F,-9999,-9999,252.62,32.44,38.53,2106.0,0.0,2.9,0.0,5.3,2105.76,2065.5,2073.2,8.85,0.00152,0.31,2.21,0,0.0023,8.0,-65.0,514.1,400.2,425.7,659319.538,659369,0,2.324265666639891,378.6338594302837,113.90000000000003,0.6918821269555148,1.3015302550696785e+41,2.77174441580694e+29,2.5782194482601484,0.3662857669891948,-3.1599678881634548,41.11445426807114,29.442753181234796
148,FRB20181215A,-9999,-9999,93.38,39.34,10.12,412.5,0.0,0.6,0.0,1.1,412.632,284.1,235.7,4.92,0.0017,0.34,0.72,0,0.00134,-2.4,-1.1,800.2,400.2,400.2,450816.937,451130,0,0.2310502424688564,492.4200969875426,400.00000000000006,1.0885014711606298,4.192820516639268e+38,1.1706261434744687e+28,2.6923357693459633,-0.6362935713875133,-2.963170979653193,38.62250627182367,28.068418218940913
149,FRB20181215B,-9999,-9999,254.81,47.56,38.24,493.3,0.0,2.0,0.0,4.0,494.0142,453.4,461.5,1.97,0.00061,1.9,2.9,0,0.000559,4.7,-6.0,800.2,400.2,590.2,446582.692,439578,0,0.4270104710030347,570.804188401214,400.00000000000006,0.39172802958277053,8.873586100312353e+39,6.684234656184281e+29,2.7564871511855342,-0.369561475225371,-3.4070153519711486,39.948099167614416,29.825051687794833
150,FRB20181216A,-9999,-9999,306.28,53.53,9.0,541.9,0.0,3.3,0.0,6.9,542.7376,396.0,347.5,1.97,0.00089,0.94,1.7,0,0.00022,14.8,-16.1,800.2,434.2,634.0,446771.745,446873,0,0.3615752253799773,498.3365324890718,366.00000000000006,0.16157755803657795,3.9616397306779805e+39,2.0317986606001776e+29,2.6975227259766874,-0.4418013344172795,-3.7916189597600707,39.59787497849867,29.307880669693272
151,FRB20181217A,-9999,-9999,290.5,59.8,19.55,1175.9,0.0,2.7,0.0,5.0,1177.1666,1107.4,1108.4,2.9499999999999997,0.0012,0.64,1.76,0,0.001015,5.0,-4.9,800.2,400.2,663.5,435233.794,434106,0,1.1591120618170212,863.6448247268086,400.00000000000006,0.4701006575572632,4.524193963947464e+40,5.937022482634244e+29,2.936335174915444,0.0641254251578234,-3.32780914133825,40.65554121598514,29.773568693538742
152,FRB20181218A,-9999,-9999,5.06,71.35,8.63,1873.1,10.2,1.2,21.5,2.5,1874.406,1727.2,1646.0,5.8999999999999995,0.000221,0.83,1.59,0,0.00139,19.0,-83.6,529.3,400.2,448.4,300374.013,302393,0,1.8937627755143407,373.5847743189013,129.09999999999997,0.4803434517029268,6.882279817982842e+40,1.0501212431708669e+30,2.572389167975536,0.2773255756505607,-3.3184481254550207,40.837732326078495,30.021239444022573
153,FRB20181218B,-9999,-9999,18.04,69.39,6.59,752.1,0.0,1.4,0.0,3.3,753.405,583.8,477.1,2.9499999999999997,0.002,0.56,1.8,0,0.00169,-2.7,-2.3,708.8,400.2,400.2,447417.424,445658,0,0.5734778194242547,485.57525507432496,308.59999999999997,1.0740539072984083,6.850871692139046e+39,3.505202040311532e+29,2.68625654697475,-0.24148337477742415,-2.9689739206339474,39.83574583382827,29.544713055815816
154,FRB20181218C,-9999,-9999,285.98,58.24,21.24,385.0,0.0,2.4,0.0,4.6,384.153,319.8,322.7,4.92,0.0068,0.25,1.73,0,0.0052,4.4,-13.1,718.5,400.2,472.7,676386.238,674874,0,0.2732236248016534,405.26707977436627,318.3,4.084121515425125,1.6830472305344704e+39,8.726300846685465e+27,2.6077413270256744,-0.5634817512664901,-2.3889013447698724,39.2260963035413,27.94083018158263
155,FRB20181219B,-9999,-9999,180.79,71.55,45.07,1950.7,3.6,0.4,7.6,0.8,1952.166,1914.9,1923.0,4.92,0.00526,4.6,27.0,0,0.000574,-4.2,10.3,800.2,555.5,800.2,783212.817,772153,0,2.1297916878639933,765.8600260203193,244.70000000000005,0.18339878728214687,2.5676379346255268e+42,3.2354075095950283e+30,2.8841494021628327,0.328337127741388,-3.73660354041307,42.409533783384276,30.50992898918476
156,FRB20181219C,-9999,-9999,17.77,14.11,-48.49,648.6,0.0,0.3,0.0,0.5,647.891,611.7,620.7,2.9499999999999997,0.00053,0.208,0.57,0,0.00126,-1.0,-4.6,735.5,400.2,400.2,434767.94,432281,0,0.6045747882001407,538.0139264835071,335.3,0.78525476610121,2.4167310755079455e+39,1.4503355951456912e+29,2.7307935175189173,-0.21854996760123474,-3.104989418972534,39.383228326485096,29.161468505860018
157,FRB20181219A,-9999,FRB20181128A,73.92,63.22,12.3,449.7,0.0,5.9,0.0,25.6,451.806,339.4,299.8,17.69,0.0068,0.39,4.7,0,0.00536,10.1,-18.2,753.1,400.2,527.9,657677.013,655722,1,0.29614558625785625,457.4097773903975,352.90000000000003,4.135337925637682,6.032902974892212e+39,9.974920038866543e+26,2.660305443657948,-0.5284947356826424,-2.3834889956052083,39.78052634076349,26.9989094229735
158,FRB20181220A,-9999,-9999,346.11,48.43,-10.73,208.7,0.0,1.1,0.0,2.1,209.4017,83.6,87.3,2.9499999999999997,0.000457,1.33,3.0,0,0.000435,-5.26,-1.3,596.4,400.2,400.2,434169.841,430457,0,0.002248222001635545,196.64110115672088,196.2,0.43402421720563567,1.510503825854724e+35,1.1012956300382095e+25,2.29367429752442,-2.6481608063926076,-3.362486037525853,35.179121829606316,25.041903915938388
159,FRB20181220B,-9999,-9999,277.37,84.87,27.5,257.2,1.9,1.0,4.0,2.1,257.7994,204.2,207.6,1.97,0.00062,2.9,3.8,0,0.000558,0.45,-4.8,800.2,400.2,419.5,408195.586,409178,0,0.13415487059009298,453.6619482360373,400.00000000000006,0.4919963000376452,7.574422245235967e+38,1.850813037650626e+29,2.6567323535129694,-0.8723935553289612,-3.3080381632474283,38.879349511725465,29.267362550131825
160,FRB20181221A,-9999,-9999,230.58,25.86,56.34,313.8,0.0,4.5,0.0,8.0,316.237,291.8,292.0,4.92,0.001323,1.25,5.8,0,0.000754,62.1,-128.0,583.3,446.1,510.1,443691.859,440185,0,0.2401964743769343,170.1549562845153,137.19999999999993,0.6079681853464421,4.664713499487733e+39,2.8703694782641496e+28,2.230844603773683,-0.619433371495477,-3.2161191465331758,39.66882497511092,28.457937803369315
161,FRB20181221B,-9999,-9999,306.31,80.98,23.25,1392.7,5.6,2.0,11.0,4.0,1395.021,1333.1,1333.1,2.9499999999999997,0.0011,0.97,3.3,0,0.001037,25.3,-61.2,597.6,405.4,492.2,433142.381,431066,0,1.4194604808671822,465.02030442267255,192.20000000000005,0.42860795131827023,9.24834714893119e+40,2.4031453684833518e+30,2.66747191612911,0.15212330585784187,-3.3679397764075425,40.96606412319968,30.380780042472917
162,FRB20181222A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,349.4,0.0,6.8,0.0,26.1,348.73651,149.8,23.9,35.39,0.00039,4.9,50.0,0,0.005158,60.0,-51.9,800.2,577.7,713.2,1162519.685,1097419,1,0.06550637656769326,237.07516878631176,222.5,4.8408907852953655,3.927628512363415e+39,7.77120447023718e+25,2.3748860684285282,-1.183716422552151,-2.315074715309659,39.59413040409958,25.890488335948653
163,FRB20181222A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,349.4,0.0,6.8,0.0,26.1,348.73651,149.8,23.9,35.39,0.00039,4.9,50.0,1,0.0003816,55.3,-49.6,800.2,563.5,699.0,1162519.685,1097419,1,0.06550637656769326,252.20535933357306,236.70000000000005,0.35813957418935854,3.84942839335674e+39,8.090151480846531e+25,2.4017543110406607,-1.183716422552151,-3.4459476870795207,39.58539624534195,25.907956653463923
164,FRB20181222A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,349.4,0.0,6.8,0.0,26.1,348.73651,149.8,23.9,35.39,0.00039,4.9,50.0,2,0.001718,62.5,-60.4,800.2,552.4,671.6,1162519.685,1097419,1,0.06550637656769326,264.0324801134745,247.80000000000007,1.6123789005694915,3.6985352059776634e+39,8.76374293530383e+25,2.421657355151623,-1.183716422552151,-2.7925328936163547,39.56802975706228,25.942689630023263
165,FRB20181222A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,349.4,0.0,6.8,0.0,26.1,348.73651,149.8,23.9,35.39,0.00039,4.9,50.0,3,0.00581,66.1,-68.3,780.2,540.4,649.3,1162519.685,1097419,1,0.06550637656769326,255.50842910093294,239.80000000000007,5.452806409958525,3.575727976833378e+39,9.376056143232968e+25,2.407405231874408,-1.183716422552151,-2.2633799207212473,39.55336447246902,25.972020199209773
166,FRB20181222B,-9999,-9999,90.04,38.55,7.45,619.5,0.0,1.0,0.0,2.0,619.2478,471.0,408.5,1.97,0.00074,0.46,0.83,0,0.000596,0.4,-5.4,798.6,400.2,415.1,445367.7,445050,0,0.44692915987175613,576.4565772929077,398.40000000000003,0.41190682759674596,1.9624868056130965e+39,3.5943703021926464e+29,2.760766598790599,-0.34976130889243207,-3.3852010092987017,39.29280674553516,29.555622817323467
167,FRB20181222C,-9999,-9999,131.05,68.33,35.38,1104.8,0.0,2.2,0.0,4.3,1104.892,1058.5,1065.6,3.93,0.0019,0.84,2.9,0,0.00152,-2.0,-3.1,727.4,400.2,400.2,434435.727,434714,0,1.1035911850532418,688.2950357494207,327.2,0.7225738588372763,4.089462360415559e+40,1.0976354749375941e+30,2.8377746372648938,0.04280822288903936,-3.141117754320836,40.6116662152805,30.040458134733555
168,FRB20181222D,-9999,-9999,188.2,56.16,60.78,1413.7,0.0,1.4,0.0,3.1,1417.11,1385.9,1394.5,22.610000000000003,0.00195,0.22,1.23,0,0.00375,8.4,-41.1,561.3,400.2,443.0,865595.39,863353,0,1.4814585945212375,399.76297957737125,161.09999999999997,1.5112079678780654,3.360306768328323e+40,1.2405411581128795e+28,2.6018025733996804,0.1706895178327842,-2.8206757652527434,40.52637892670851,28.093611177672948
169,FRB20181222E,-9999,-9999,50.64,86.97,24.72,328.4,4.3,3.1,8.6,6.4,327.9797,268.1,268.2,3.93,0.00079,1.12,5.5,0,0.000254,5.13,-19.9,639.5,400.2,455.2,1011125.194,1010788,0,0.2119490592186955,290.0194098710338,239.3,0.20957976580611862,3.048358173254556e+39,3.9089170205006066e+28,2.4624270645120525,-0.6737685068005773,-3.6786506492786772,39.48406599400915,28.59205645121475
170,FRB20181222E,-9999,-9999,50.64,86.97,24.72,328.4,4.3,3.1,8.6,6.4,327.9797,268.1,268.2,3.93,0.00079,1.12,5.5,1,0.00091,9.9,-23.8,672.3,400.2,492.8,1011125.194,1010788,0,0.2119490592186955,329.771339013407,272.09999999999997,0.7508566412738896,3.3001557728028235e+39,3.335182164662824e+28,2.518212907678373,-0.6737685068005773,-3.1244429735775214,39.518534439778506,28.52311955967604
171,FRB20181223A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,352.6,0.0,6.8,0.0,26.1,349.7096,150.8,24.9,8.85,0.0022,2.02,15.7,0,0.001995,32.7,-33.4,800.2,502.1,652.9,769995.486,757557,1,0.0667930102321115,318.01099635019244,298.1,1.8700909931589542,1.1744651589863902e+39,6.359050772676157e+26,2.5024421375053167,-1.1752689832797563,-2.7281372614499193,39.069840137772296,26.803392292542203
172,FRB20181223A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,352.6,0.0,6.8,0.0,26.1,349.7096,150.8,24.9,8.85,0.0022,2.02,15.7,1,0.00515,21.0,-25.2,800.2,449.1,607.8,769995.486,757557,1,0.0667930102321115,374.55102589249435,351.1,4.8275531903602085,1.0933373007075019e+39,7.337772423682605e+26,2.573510990938037,-1.1752689832797563,-2.3162729324314952,39.03875416491176,26.86556423826328
173,FRB20181223B,-9999,-9999,174.89,21.59,72.74,564.5,0.0,6.4,0.0,11.0,565.655,540.2,545.7,8.85,0.0035,0.68,4.1,0,0.00157,33.3,-41.0,761.2,473.8,600.6,656809.462,655721,0,0.5247500151848059,438.2131543641133,287.40000000000003,1.0296769859744581,1.9520480269896698e+40,1.7502497106232114e+28,2.641685410153033,-0.2800475401782874,-2.9872989939455925,40.29049049857658,28.243100014520095
174,FRB20181223C,-9999,-9999,181.05,27.58,79.51,111.6,0.0,2.1,0.0,3.7,112.5118,92.6,93.4,1.97,0.000107,1.36,2.84,0,0.000508,2.68,-7.4,800.2,400.2,479.2,447393.219,446265,0,0.002248222001635545,400.8992888006543,400.00000000000006,0.5068604651504894,1.7122163507519715e+35,1.7612593546608219e+25,2.603035285808453,-2.6481608063926076,-3.2951115821965713,35.23355864001475,25.245823312812536
175,FRB20181224A,-9999,-9999,355.11,44.56,-16.5,308.9,0.0,1.0,0.0,2.0,310.20644,225.2,231.9,1.97,0.0004,4.3,3.3,0,0.0003868,3.85,-6.08,800.2,400.2,549.5,233053.656,219178,0,0.160015421998984,464.00616879959364,400.00000000000006,0.33344384278396155,1.2373519245321057e+39,2.2968847071149405e+29,2.666523754386378,-0.795838158804746,-3.476977297647452,39.0924932381459,29.361139196187438
176,FRB20181224B,-9999,-9999,45.36,46.14,-11.03,779.6,0.0,2.2,0.0,4.4,781.0087,659.7,640.3,8.85,0.00206,0.77,3.1,0,0.00092,-1.8,-0.9,800.2,400.2,400.2,434116.583,432889,0,0.6579723446661587,663.1889378664636,400.00000000000006,0.554894659708722,1.5616706135743403e+40,7.088064487218213e+28,2.8216372734776507,-0.18179235989863982,-3.255789454804133,40.19358943812509,28.850527660108625
177,FRB20181224C,-9999,-9999,115.29,60.28,29.4,608.2,0.0,6.2,0.0,11.4,596.325,541.0,543.2,29.49,0.0275,0.5,9.6,0,0.00237,-2.46,0.3,800.2,400.2,400.2,2797088.64,2786153,0,0.5256458662817444,610.2583465126979,400.00000000000006,1.5534404493069474,3.0562661373567366e+40,2.6196069128990537e+27,2.7855137279820883,-0.2793067465609374,-2.8087053906440222,40.485191169587196,27.41823612782103
178,FRB20181224D,-9999,-9999,182.45,54.85,61.26,690.7,0.0,1.6,0.0,3.0,690.196,658.8,667.9,3.93,0.002,0.54,1.95,0,0.0016,-3.3,1.6,800.2,400.2,400.2,428983.851,427418,0,0.6569719928344879,662.7887971337952,400.00000000000006,0.965616803976856,9.793084728202693e+39,2.5129815016923043e+29,2.8213751590953793,-0.18245314431647203,-3.0151951851114918,39.990919511968734,29.400189291719308
179,FRB20181224E,-9999,-9999,239.32,7.32,41.77,580.7,0.0,2.9,0.0,5.5,581.8537,545.3,549.3,1.97,0.0011,3.6,10.3,0,0.001056,-1.18,-4.4,729.5,400.2,400.2,410322.544,404917,0,0.5304598206663191,503.98041894541893,329.3,0.6899887117194932,3.341085402141433e+40,4.306417509834574e+30,2.702413663213078,-0.27534750586960405,-3.161158014303377,40.52388757686673,30.634116132646632
180,FRB20181224E,-9999,-9999,239.32,7.32,41.77,580.7,0.0,2.9,0.0,5.5,581.8537,545.3,549.3,1.97,0.0011,3.6,10.3,1,0.00102,-3.7,3.6,800.2,400.2,400.2,410322.544,404917,0,0.5304598206663191,612.1839282665277,400.00000000000006,0.6664663692745105,3.341085402141433e+40,4.306417509834574e+30,2.786881923829133,-0.27534750586960405,-3.176221760739253,40.52388757686673,30.634116132646632
181,FRB20181225A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,346.1,0.0,6.8,0.0,26.1,349.619,150.7,24.8,6.88,0.0037,0.59,4.3,0,0.00323,28.3,-128.0,510.8,400.2,446.8,655067.42,648426,1,0.066664392833288,117.97308184736167,110.60000000000002,3.028131455124729,2.192685363946418e+38,6.536879644695435e+26,2.0717829247742277,-1.176106072007636,-2.518825275474445,38.340976317721655,26.815370488924028
182,FRB20181225B,-9999,-9999,36.77,88.2,25.48,299.2,9.1,6.7,19.0,13.4,299.2875,241.0,242.3,2.9499999999999997,0.0014,1.9,7.5,0,0.001297,6.8,-10.1,800.2,400.2,560.7,434409.23,431066,0,0.17927352699163543,471.70941079665425,400.00000000000006,1.0998296581020424,3.6254439412362287e+39,5.492180684640195e+28,2.673674540685574,-0.7464838372101947,-2.9586745732735316,39.55936119419648,28.73974481644735
183,FRB20181226C,-9999,-9999,349.05,44.94,-14.73,409.2,0.0,1.0,0.0,2.2,409.0184,315.0,322.4,3.93,0.00198,0.88,2.7,0,0.00063,-1.09,-1.9,800.2,400.2,400.2,369985.472,367833,0,0.2675863280009945,507.03453120039785,400.00000000000006,0.4970075694911611,2.1299573936168258e+39,6.432806018650191e+28,2.705037537635318,-0.5725360800873655,-3.3036369968537738,39.32837091616072,28.808400455442026
184,FRB20181226A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,347.8,0.0,6.8,0.0,26.1,349.0107,150.1,24.2,9.83,0.00077,1.6,5.7,0,0.000731,81.5,-126.2,632.7,482.9,552.8,439985.477,434101,1,0.06589247404910303,159.67069261255568,149.80000000000007,0.6858102649163884,3.512137396874902e+38,5.540289650757583e+26,2.203225209158624,-1.1811641857943698,-3.1637960188373158,38.54557149742126,26.743532470583546
185,FRB20181226A,-9999,FRB20180916B,29.5031258,65.7167542,3.73,347.8,0.0,6.8,0.0,26.1,349.0107,150.1,24.2,9.83,0.00077,1.6,5.7,1,0.00149,77.6,-148.0,589.6,459.3,520.4,439985.477,434101,1,0.06589247404910303,138.88578936859813,130.3,1.3978895960676043,3.3062885335269515e+38,6.251640032667785e+26,2.142657811507761,-1.1811641857943698,-2.854527127382902,38.519340750944664,26.79599396353673
186,FRB20181226D,-9999,-9999,120.22,22.16,24.7,386.6,0.0,1.5,0.0,2.8,385.3778,320.4,306.2,1.97,0.00062,1.89,3.0,0,0.000571,0.44,-5.2,800.2,400.2,417.2,445755.474,444442,0,0.2739276083014505,509.5710433205803,400.00000000000006,0.448220131410233,2.5896596322764623e+39,5.31061563630119e+29,2.70720474098469,-0.5623641943662266,-3.3485086414108793,39.41324268703957,29.72514486984804
187,FRB20181226B,-9999,-9999,182.66,12.43,72.47,287.9,0.0,14.7,0.0,25.7,287.0364,259.3,266.3,1.97,0.001098,8.9,52.0,0,0.00059,4.1,-14.4,687.5,400.2,461.1,677496.762,642943,0,0.20138498301024313,345.1579056188429,287.3,0.49109986252838783,2.6271214015083607e+40,1.0841165424476407e+30,2.5380178250727807,-0.6959729172925331,-3.3088301874386894,40.419480142366176,30.03507597133644
188,FRB20181226B,-9999,-9999,182.66,12.43,72.47,287.9,0.0,14.7,0.0,25.7,287.0364,259.3,266.3,1.97,0.001098,8.9,52.0,1,0.000871,1.03,-7.0,764.2,400.2,430.7,677496.762,642943,0,0.20138498301024313,437.3041338157286,364.00000000000006,0.7249965767156369,2.453917127802323e+40,1.2425574346947803e+30,2.6407835827298896,-0.6959729172925331,-3.1396640440731702,40.389859891909374,30.094316472250053
189,FRB20181226B,-9999,-9999,182.66,12.43,72.47,287.9,0.0,14.7,0.0,25.7,287.0364,259.3,266.3,1.97,0.001098,8.9,52.0,2,0.001004,11.5,-18.1,784.9,400.2,549.7,677496.762,642943,0,0.20138498301024313,462.17280296404056,384.7,0.8357021389466125,3.131920699217407e+40,7.628071266216126e+29,2.664804385387649,-0.6959729172925331,-3.0779484862718327,40.4958107571125,29.882414741843792
190,FRB20181226E,-9999,-9999,303.56,73.64,20.42,308.9,4.7,0.8,9.3,1.5,308.762,239.9,237.5,2.9499999999999997,0.0013,0.48,1.35,0,0.001169,-5.8,-3.4,558.3,400.2,400.2,329480.425,325882,0,0.17793796474563328,186.23199222628458,158.09999999999997,0.9924121940092462,4.586615706615284e+38,2.681955223954548e+28,2.270054289179496,-0.7497313811994484,-3.003307908085447,38.66149235393447,28.4284515228997
191,FRB20181227A,-9999,-9999,31.79,78.38,16.09,791.0,12.6,3.3,24.9,6.7,791.2134,702.2,680.5,1.97,0.00092,0.93,1.82,0,0.000748,0.1,-0.1,800.2,400.2,656.8,428676.486,429850,0,0.7051904603351941,682.0761841340777,400.00000000000006,0.43866067597690145,1.7317569124552906e+40,7.382332309282061e+29,2.8338328856552892,-0.15169357137527836,-3.3578712964628656,40.23848692983577,29.868193590688847
192,FRB20181228A,-9999,-9999,7.26,10.22,-52.26,748.9,0.0,4.5,0.0,8.7,748.6791,714.5,723.1,2.9499999999999997,0.0013,1.16,4.0,0,0.001088,5.2,-13.6,731.4,400.2,484.5,443544.246,443226,0,0.7188517736537635,569.2837074341265,331.2,0.6329807006495028,2.918661552136959e+40,7.844826516288697e+29,2.7553287547360052,-0.14336065137051754,-3.1986095312610017,40.46518373713901,29.89458334386284
193,FRB20181228B,-9999,-9999,250.43,63.85,38.29,566.1,0.0,6.9,0.0,61.0,568.6506,528.7,535.2,4.92,0.001159,0.4,1.67,0,0.0001,59.3,-353.0,471.8,401.5,435.2,427829.591,427417,0,0.5118637851095751,106.28402409320314,70.30000000000001,0.06614352495569058,5.474417582780125e+39,6.028531872976708e+28,2.026467989174334,-0.2908455961450948,-4.17951266415451,39.73833792186114,28.780211561377982
194,FRB20181228C,-9999,-9999,265.19,54.36,31.87,509.5,0.0,0.9,0.0,1.5,510.7,465.1,471.8,2.9499999999999997,0.0011,0.45,0.74,0,0.00088,-6.5,6.6,800.2,400.2,400.2,443579.48,443834,0,0.4402584884409602,576.1033953763841,400.00000000000006,0.6110014327723738,1.6353353336247312e+39,1.6354576948048048e+29,2.7605004348322932,-0.35629226182853335,-3.2139577713541625,39.21360682036655,29.213639314495573
195,FRB20181229A,-9999,-9999,137.18,42.01,42.69,955.9,0.0,3.1,0.0,5.5,955.5735,912.6,923.4,4.92,0.0024,1.18,4.0,0,0.000376,3.54,-6.0,800.2,400.2,538.1,429095.358,426201,0,0.9394239573241361,775.7695829296546,400.00000000000006,0.193871999250115,5.534078979203855e+40,3.970774023510649e+29,2.8897327473898726,-0.027138368571544235,-3.712484911134249,40.743045352851134,29.598875172096648
196,FRB20181229B,-9999,-9999,238.37,19.78,47.83,375.3,0.0,7.1,0.0,14.6,389.047,359.7,361.3,20.639999999999997,0.0051,0.42,4.9,0,0.00336,22.0,-103.0,517.5,400.2,445.5,1101381.167,1100473,0,0.31973393477898915,154.80479054957544,117.30000000000001,2.5459677223217625,6.22047848342251e+39,1.2984985723750204e+27,2.189784396121125,-0.4952112676846965,-2.5941471066157518,39.79382379220171,27.11344147648362
197,FRB20181230A,-9999,-9999,346.69,83.37,21.14,763.5,40.3,18.7,82.2,39.1,769.611,701.2,696.6,34.410000000000004,0.041,0.94,18.0,0,0.00164,33.0,-27.8,800.2,543.5,724.8,3863851.978,3852569,0,0.7040797508214305,437.43727203586127,256.70000000000005,0.9623962723631088,1.884030909972351e+41,2.001918799192979e+27,2.6409157845312303,-0.15237814571579256,-3.016646067812089,41.27508802367995,27.30144645786977
198,FRB20181230B,-9999,-9999,20.83,79.7,16.92,1135.5,34.6,10.6,67.9,21.4,1137.36,1052.4,1034.9,10.81,0.0045,0.88,9.7,0,0.0043,0.9,-3.7,800.2,400.2,450.2,1090752.42,1091353,0,1.0966845802685221,838.6738321074089,400.00000000000006,2.0508568816055774,1.5201313451653612e+41,1.1864547440231067e+29,2.923593092583872,0.040081737195264235,-2.6880646456763233,41.18188111427117,29.074251177196526
199,FRB20181230C,-9999,-9999,245.75,50.52,43.9,1036.8,0.0,2.7,0.0,5.3,1037.194,1000.3,1008.1,2.9499999999999997,0.0009,0.89,2.1,0,0.00076,9.0,-8.0,800.2,409.4,699.9,420852.88,423162,0,1.0378583579306002,796.3950462792787,390.80000000000007,0.3729405417419507,4.595740668593721e+40,5.988267583836001e+29,2.9011285499738237,0.016138087070674233,-3.428360402646297,40.66235551405969,29.777301198415667
200,FRB20181230D,-9999,-9999,255.3,50.51,37.86,224.8,0.0,3.0,0.0,6.1,223.9665,183.4,191.0,0.98,0.00048,1.39,2.0,0,0.000419,0.4,0.1,800.2,400.2,800.2,222008.93,222522,0,0.10821108216064236,443.284432864257,400.00000000000006,0.37808681644212544,4.898041677266664e+38,6.345801356822495e+28,2.6466824801379056,-0.9657282597954879,-3.422408465843648,38.690022476201094,28.80248647321884
201,FRB20181230E,-9999,-9999,113.26,86.85,27.65,1041.7,5.8,4.1,10.5,7.5,1041.713,987.2,990.1,10.81,0.00303,1.32,10.4,0,0.00188,6.6,-16.7,707.6,400.2,488.0,634587.092,634745,0,1.0231107091625313,621.9042319965622,307.40000000000003,0.9292620475417421,1.5431437431968593e+41,1.323009934220704e+29,2.7937235121544157,0.00992263056156337,-3.031861799727009,41.188406382297494,29.121563105231367
202,FRB20181231A,-9999,-9999,29.71,20.96,-39.22,1376.5,0.0,1.5,0.0,2.8,1376.7324,1333.7,1342.5,2.9499999999999997,0.00076,1.09,2.2,0,0.000705,9.8,-9.2,800.2,412.7,680.4,441472.649,439578,0,1.4201625213466278,937.8129770218184,387.50000000000006,0.29130275086142715,8.530956763532877e+40,1.414463015108462e+30,2.972116238010395,0.1523380472599718,-3.535655414176667,40.93099774087695,30.150591596159003
203,FRB20181231B,-9999,-9999,128.77,55.99,36.55,199.0,0.0,1.6,0.0,2.9,197.1697,150.3,157.9,2.9499999999999997,0.00175,0.89,2.34,0,0.000337,59.6,-60.0,800.0,540.6,657.7,403883.925,398841,0,0.06614982118635135,276.5592636157395,259.4,0.31609065940188913,1.7290518712631067e+38,2.4365851827634967e+27,2.441788210155819,-1.1794713254430087,-3.500188337536419,38.23780802223021,27.386781598872442
204,FRB20181231C,-9999,-9999,197.09,69.18,47.87,554.8,0.0,0.6,0.0,1.2,556.086,520.6,528.4,1.97,0.000406,0.68,1.2,0,0.00039,0.41,-9.6,667.0,400.2,408.8,202753.208,201545,0,0.5027775249071794,400.94104364523554,266.8,0.25951945217179684,3.5614693863600406e+39,6.98262555455011e+29,2.6030805165055804,-0.29862414432528467,-3.5858300842345696,39.55162921559283,29.84401875348984
205,FRB20190101A,-9999,-9999,171.01,27.99,70.64,867.0,0.0,5.2,0.0,9.2,854.609,830.3,836.0,42.27,0.0181,0.6,11.3,0,0.0013,-2.25,-2.3,747.1,400.2,400.2,1949656.3,1948025,0,0.8475800073867917,640.9255045624782,346.90000000000003,0.7036231149950111,9.48026898371317e+40,4.032038803669227e+27,2.806807553953172,-0.07181929592537398,-3.152659901804275,40.97682065975211,27.605524703035268
206,FRB20190101B,-9999,-9999,307.77,29.89,-5.61,1321.5,0.0,5.6,0.0,11.2,1323.9056,1089.9,1161.6,2.9499999999999997,0.00516,1.02,4.4,0,0.00032,41.7,-36.1,800.2,554.3,713.6,648715.189,647513,0,1.139210297933291,526.0318122617964,245.9000000000001,0.14958791116009246,1.1764907533109176e+41,7.91142002645863e+29,2.721012009309599,0.05660390213143047,-3.8251035022509754,41.07058851816582,29.898254442322582
