,tns_name,previous_name,repeater_name,ra,dec,gb,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,repeating,redshift,fre_width,fre_width_ob,rest_width,energy,bright_temp,log_fre_width,log_redshift,log_rest_width,log_energy,log_bright_temp
27,FRB20180915A,-9999,-9999,280.55,17.91,10.04,370.4,0.0,7.9,0.0,15.4,371.029,199.1,224.9,4.92,0.00088,2.3,6.2,0,0.0008,6.5,-9.1,800.2,400.2,571.9,272951.369,272377,0,0.127825432296605,451.1301729186421,400.00000000000006,0.7093296330186047,1.5259085747063627e+39,1.146835557662903e+28,2.6543018749670177,-0.8933827298456058,-3.149151896647112,39.18352851350746,28.059501149793622
28,FRB20180915B,-9999,-9999,225.23,25.02,60.93,176.3,0.0,2.4,0.0,4.2,177.127,154.7,154.1,4.92,0.0001108,0.99,3.8,0,0.001694,-9.2,3.0,527.4,400.2,400.2,278172.462,276025,0,0.07180119583342125,136.33311211001117,127.19999999999999,1.5805169900774028,2.0179977927891976e+38,3.108406520965298e+27,2.1346013485726716,-1.1438683226165949,-2.8012008312655885,38.30492068688603,27.492537811373023
29,FRB20180916A,-9999,-9999,348.97,80.33,18.23,296.0,7.6,2.9,15.2,5.9,296.0275,217.6,206.0,0.98,0.000188,2.4,4.5,0,0.0001,2.41,-8.1,793.2,400.2,464.7,141368.791,138009,0,0.15069264732854537,452.22221040011834,393.00000000000006,0.08690417917604722,1.2613149709904545e+39,6.402935022808757e+29,2.6553518884324627,-0.8219079374832543,-4.060959338057036,39.10082355055589,29.80637909461211
30,FRB20180916B,180916.J0158+65,FRB20180916B,29.5031258,65.7167542,3.73,347.8,0.0,6.8,0.0,26.1,349.3491,150.4,24.5,3.93,0.00105,1.84,6.1,0,0.000765,58.1,-70.6,723.3,504.1,603.9,273337.62,271161,1,0.06627847941765304,233.72824268834947,219.19999999999993,0.717448597872672,4.155008273893208e+38,3.379921986902652e+27,2.368711193789794,-1.178627463863109,-3.1442092088238445,38.61857189293423,27.52890667629875
31,FRB20180916C,-9999,-9999,107.15,45.08,21.71,2248.3,0.0,3.5,0.0,6.8,2252.873,2179.0,2166.8,9.83,0.0051,0.39,2.1,0,0.00406,47.0,-50.0,794.6,516.9,640.9,300158.038,299738,0,2.4739264791649695,964.7093832641121,277.70000000000005,1.168706368528532,2.072387448444691e+41,1.3879230874423908e+29,2.9843965027183237,0.3933867890007002,-2.932294589390872,41.31647095328903,29.14236540010669
32,FRB20180917B,-9999,-9999,238.8,77.53,35.37,860.5,28.8,6.6,52.6,12.3,857.038,813.9,820.1,19.66,0.0066,1.03,8.3,0,0.00247,2.26,-8.6,765.0,400.2,456.2,451759.045,445961,0,0.8293236091503718,667.3372526180557,364.8,1.3502258362844777,7.600186453181964e+40,2.3576400167918303e+28,2.8243453690511044,-0.0812759709642579,-2.86959358613506,40.88082424683274,28.372477494289267
33,FRB20180917A,-9999,FRB20180814A,65.54,73.63,16.58,194.1,43.8,6.9,155.9,25.6,189.917,102.1,81.5,60.949999999999996,0.008,3.2,46.0,0,0.00178,34.0,-19.0,800.2,658.6,800.2,908712.749,904687,1,0.0028248897309842676,142.00000438590737,141.60000000000002,1.7749858606695523,7.313676897060955e+36,2.4519513036997217e+22,2.152288357796967,-2.5489985001134694,-2.750805102134323,36.86413577020451,22.38951184074666
34,FRB20180917A,-9999,FRB20180814A,65.54,73.63,16.58,194.1,43.8,6.9,155.9,25.6,189.917,102.1,81.5,60.949999999999996,0.008,3.2,46.0,1,0.00345,52.3,-46.5,800.2,561.8,701.7,908712.749,904687,1,0.0028248897309842676,239.0734537118667,238.4000000000001,3.4402815838819976,6.41340549696035e+36,3.1886436120131166e+22,2.378531355511416,-2.5489985001134694,-2.463406009369943,36.80708869969035,22.503605981774985
35,FRB20180917A,-9999,FRB20180814A,65.54,73.63,16.58,194.1,43.8,6.9,155.9,25.6,189.917,102.1,81.5,60.949999999999996,0.008,3.2,46.0,2,0.0076,62.0,-67.0,770.5,531.1,639.7,908712.749,904687,1,0.0028248897309842676,240.07627860159758,239.39999999999998,7.578591315218314,5.846737204511238e+36,3.8366857883399875e+22,2.380349250513609,-2.5489985001134694,-2.1204115121624256,36.766913573879094,22.58395623339749
36,FRB20180918A,-9999,-9999,301.27,64.96,17.11,1454.1,0.0,3.4,0.0,6.0,1453.9882,1374.0,1367.9,2.9499999999999997,0.00146,1.45,4.1,0,0.00055,13.4,-15.5,800.2,419.8,617.6,289525.913,289401,0,1.467446560820246,938.6166717360217,380.40000000000003,0.22290249715364255,1.5341770253072149e+41,2.4278436276730266e+30,2.9724882638959254,0.1665622947486388,-3.651885066136305,41.18587547478789,30.38522071130532
37,FRB20180919B,-9999,-9999,5.34,5.94,-56.14,558.0,0.0,1.0,0.0,2.4,560.2214,527.4,536.0,0.98,0.0005,2.56,3.0,0,0.000408,4.4,-11.1,768.9,400.2,487.6,140499.114,141050,0,0.5104060629971153,556.8867154270364,368.7,0.27012603431318405,1.0953960728215057e+40,7.701470086232935e+30,2.745766857886981,-0.29208417537123627,-3.5684335571909847,40.03957117957706,30.88657363288678
38,FRB20180919A,-9999,FRB20180814A,65.54,73.63,16.58,190.9,43.8,6.9,155.9,25.6,188.85,101.0,80.5,21.63,0.0045,0.58,3.1,0,0.00378,27.8,-179.0,484.6,400.2,432.6,442868.506,441402,1,0.002248222001635545,84.58974993693808,84.40000000000003,3.771520783993799,1.6872199406136405e+35,7.645262473704129e+22,1.9273177411061457,-2.6481608063926076,-2.423483494643265,35.22717169952381,22.883392400006624
